UNIQ_ID2,REFERRER,AGE RANGE,GENDER,NCSS_B03A,NCSS_B03B,NCSS_B04,NCSS_B05,EVENT,PARTICIPATION,Process_E_LS,Process_E_EX,Process_E_CT,Pre_AT_PT1,Post_AT_PT1,Pre_AT_PT2,Post_AT_PT2,Pre_AT_PT3,Post_AT_PT3,Pre_AT_WT5,Post_AT_WT5,Pre_AT_CT1,Post_AT_CT1,Pre_AT_CT2,Post_AT_CT2,Pre_AT_CT3,Post_AT_CT3,Pre_AT_CT4,Post_AT_CT4,Pre_AT_LA1,Post_AT_LA1,Pre_AT_LA2,Post_AT_LA2,Pre_AT_LA3,Post_AT_LA3,Pre_AT_SC6,Post_AT_SC6,Pre_ST_SD1,Post_ST_SD1,Pre_ST_SD2,Post_ST_SD2,Pre_ST_SD3,Post_ST_SD3,Pre_ST_SD4,Post_ST_SD4,Pre_MR1,Post_MR1,X_MR1,I_MR1,Pre_NCSS_P2,Post_NCSS_P2,Pre_AT_WT2,Post_AT_WT2,Pre_AT_WT3,Post_AT_WT3,Pre_AT_WT4,Post_AT_WT4,Pre_AT_LA4,Post_AT_LA4,Pre_MR2,Post_MR2,X_MR2,I_MR2,Pre_AT_WT1,Post_AT_WT1,Pre_AT_CT5,Post_AT_CT5,Pre_AT_LA5,Post_AT_LA5,Pre_AT_SC2,Post_AT_SC2,Pre_ST_SD5,Post_ST_SD5,Pre_ST_SR2,Post_ST_SR2,Pre_ST_SR1,Post_ST_SR1,Pre_ST_SR3,Post_ST_SR3,Pre_ST_SR4,Post_ST_SR4,Pre_ST_SR5,Post_ST_SR5,Pre_MR3,Post_MR3,X_MR3,I_MR3,Pre_NCSS_P1,Post_NCSS_P1,Pre_NCSS_P3,Post_NCSS_P3,Pre_NCSS_P4,Post_NCSS_P4,Pre_NCSS_P5,Post_NCSS_P5,Pre_MR4,Post_MR4,X_MR4,I_MR4,Pre_AT_SC1,Post_AT_SC1,Pre_AT_SC3,Post_AT_SC3,Pre_AT_SC4,Post_AT_SC4,Pre_AT_SC5,Post_AT_SC5,Pre_MR5,Post_MR5,X_MR5,I_MR5,ENTRY_ID,DATE_TIME
5486161G50,Waida,18 -24,Male,No,Not Applicable,No,ITE,C2C Social Media Invasion,8,5,5,5,4,4,3,3,5,4,3,3,4,4,4,3,5,5,4,4,3,3,3,3,3,3,5,3,4,4,3,3,4,3,4,3,3.81,3.44,-0.38,N,2,3,2,1,3,3,1,1,3,4,2.2,2.4,0.2,Y,5,5,3,4,5,5,4,4,4,3,5,5,5,5,4,3,4,5,4,3,4.3,4.3,0,N,5,5,2,3,5,4,5,4,4.25,4,-0.25,N,3,3,3,4,3,3,5,4,3.5,3.75,0.25,Y,846,01-09-21 12:49
6712497H93,Waida,25 - 34,Male,Yes,Friend,No,University Degree,C2C Social Media Invasion,6,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,2,3,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4.56,4.81,0.25,Y,5,5,5,5,4,2,4,1,5,5,4.6,3.6,-1,N,5,2,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4.9,4.7,-0.2,N,5,5,4,5,5,5,5,5,4.75,5,0.25,Y,5,5,5,5,5,5,5,5,5,4.75,-0.25,N,954,03-09-21 6:02
7051699R98,Waida,35 - 44,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,6,5,5,5,3,3,2,2,3,4,3,2,3,3,3,3,5,5,2,2,3,3,3,3,3,2,5,5,4,4,4,4,4,4,4,4,3.38,3.31,-0.06,N,1,2,3,1,3,4,1,2,4,4,2.4,2.6,0.2,Y,5,5,4,5,5,4,3,4,4,4,5,5,5,5,5,5,4,4,3,3,4.3,4.4,0.1,Y,5,4,3,3,3,4,5,4,4,3.75,-0.25,N,3,3,4,3,3,3,3,3,3.25,3.5,0.25,Y,956,03-09-21 6:09
4136087D55,Waida,18 -24,Male,Yes,Friend,No,Junior College/ Pre-University Institution,C2C Social Media Invasion,7,5,5,5,5,5,5,5,5,5,4,5,2,3,4,4,4,5,4,3,3,5,2,4,2,4,2,5,4,5,4,4,4,5,4,4,3.63,4.44,0.81,Y,4,3,2,3,4,3,2,2,5,2,3.4,2.6,-0.8,N,5,4,4,4,4,4,2,3,4,4,4,5,4,4,3,5,4,5,4,5,3.8,4.2,0.4,Y,4,4,5,5,4,5,4,5,4.25,4.75,0.5,Y,4,5,4,5,2,3,2,3,3,4,1,Y,456,29-08-21 2:48
6201017G37,Waida,18 -24,Female,Yes,"Family Member
Friend",No,University Degree,C2C Social Media Invasion,3,5,5,5,4,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.81,4.94,0.13,Y,4,3,4,5,2,1,4,3,4,3,3.6,3,-0.6,N,4,4,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.7,4.7,0,N,4,4,3,3,5,5,5,5,4.25,4.25,0,N,5,5,5,5,3,5,1,2,3.5,4.5,1,Y,810,31-08-21 13:56
3426798C72,Waida,25 - 34,Male,No,Not Applicable,No,Upper Secondary School,C2C Social Media Invasion,5,5,5,5,4,5,4,5,4,5,4,4,4,3,4,5,4,5,2,1,3,3,3,2,3,3,5,4,5,4,5,5,5,5,5,5,4,4,0,N,2,3,3,3,3,2,3,2,3,3,2.8,2.6,-0.2,N,4,5,3,4,2,2,3,3,4,5,5,5,5,5,4,4,5,5,4,4,3.9,4.2,0.3,Y,4,5,4,3,4,4,4,5,4,4.25,0.25,Y,4,4,3,4,2,2,2,2,2.75,3,0.25,Y,824,31-08-21 15:04
1485092Z71,Waida,25 - 34,Female,Yes,Friend,No,Upper Secondary School,C2C Social Media Invasion,8,4,4,4,4,4,5,5,4,4,3,3,3,3,2,3,4,4,3,2,3,3,3,3,3,3,4,4,4,4,5,5,5,5,4,4,3.69,3.69,0,N,4,4,3,3,3,3,3,2,3,4,3.2,3.2,0,N,5,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,4.5,4.4,-0.1,N,4,5,5,4,4,5,5,5,4.5,4.75,0.25,Y,3,4,3,4,3,3,3,2,3,3.25,0.25,Y,871,02-09-21 9:56
3783170G48,Waida,18 -24,Female,Yes,Friend,No,Polytechnic,C2C Social Media Invasion,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.63,4.69,0.06,Y,5,5,3,3,4,5,3,3,4,3,3.8,3.8,0,N,5,5,4,5,3,3,5,5,4,5,4,5,4,5,5,5,4,5,4,5,4.2,4.7,0.5,Y,4,5,3,3,4,5,4,5,3.75,4.5,0.75,Y,5,5,4,4,2,2,3,3,3.5,3.25,-0.25,N,890,02-09-21 11:35
3024860B28,Waida,25 - 34,Male,No,Not Applicable,No,Polytechnic,C2C Social Media Invasion,6,5,5,5,4,5,4,5,2,5,2,5,4,5,4,5,2,5,4,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2.63,5,2.38,Y,4,1,2,1,2,5,2,1,2,5,2.4,2.6,0.2,Y,4,5,2,1,2,5,2,5,2,5,3,5,2,5,2,5,3,5,2,5,2.4,4.3,1.9,Y,4,5,4,5,4,5,4,5,4,5,1,Y,2,1,4,5,2,1,4,1,3,2.5,-0.5,N,950,03-09-21 5:45
7003897I25,Waida,18 -24,Female,Yes,Friend,No,University Degree,C2C Social Media Invasion,8,5,4,4,4,5,5,5,5,5,4,4,4,2,5,4,4,4,2,2,4,5,4,2,4,5,4,5,4,5,4,5,4,5,4,5,4.06,4.25,0.19,Y,4,4,4,5,2,2,5,4,5,5,4,4,0,N,4,4,4,5,4,4,4,4,2,5,5,5,5,5,4,4,5,5,4,4,4.1,4.5,0.4,Y,4,5,5,5,5,5,5,5,4.75,5,0.25,Y,5,5,5,5,2,2,2,2,3.5,3.25,-0.25,N,1085,06-09-21 7:06
